imdbID,tmdbID,Country
tt0070116,78071,France
tt3102208,317467,Romania
tt0112740,8963,United States of America
tt0074400,48203,Germany
tt0074400,48203,France
tt0074400,48203,Italy
tt0169145,47144,France
tt0169145,47144,Greece
tt0169145,47144,Macedonia
tt0169145,47144,Turkey
tt0169145,47144,Yugoslavia
tt1294226,35690,United States of America
tt1188992,29007,Finland
tt2667550,187962,Turkey
tt0038238,44087,United Kingdom
tt0096251,41428,Japan
tt0041994,104083,United States of America
tt1531663,45658,United States of America
tt0055361,87977,United Kingdom
tt1315962,43619,France
tt0343221,32990,Finland
tt0343221,32990,Sweden
tt0124012,53186,Czechoslovakia
tt0162710,1812,United States of America
tt0081606,35125,Germany
tt0119670,9821,United States of America
tt0356150,9352,Czech Republic
tt0356150,9352,United States of America
tt0479651,17888,India
tt0811066,20742,India
tt0050095,38006,United Kingdom
tt2113075,158908,United States of America
tt7160176,437081,South Korea
tt0107209,10434,Germany
tt5204020,406535,Belgium
tt5204020,406535,Germany
tt5204020,406535,Romania
tt5204020,406535,France
tt0101516,10337,United States of America
tt0094933,9748,United States of America
tt7941892,492999,Japan
tt0061209,42728,United States of America
tt2319580,209185,Canada
tt1483753,58156,Sweden
tt0499101,9999,Germany
tt0050928,108564,United Kingdom
tt0050928,108564,United States of America
tt2409300,171846,Indonesia
tt2409300,171846,Japan
tt0059114,95838,France
tt0059114,95838,Italy
tt0092637,17238,Italy
tt0092637,17238,United Kingdom
tt2980648,228194,India
tt2980648,228194,United States of America
tt2980648,228194,United Arab Emirates
tt0065916,46691,United States of America
tt0070641,68053,France
tt0070641,68053,Italy
tt0280990,22156,France
tt0441774,1252,United States of America
tt3335606,363126,Australia
tt0086079,48769,France
tt0425601,9958,Canada
tt0028773,27973,United States of America
tt10483386,608746,India
tt0086320,13567,United States of America
tt3416742,246741,New Zealand
tt3416742,246741,United States of America
tt0173024,73922,Germany
tt0173024,73922,Russia
tt0173024,73922,Soviet Union
tt0173024,73922,Switzerland
tt5275476,464287,Germany
tt8783532,587301,France
tt1270797,335983,China
tt1270797,335983,United States of America
tt0025452,8208,United Kingdom
tt3863870,361403,Germany
tt0804505,8060,Canada
tt0804505,8060,United States of America
tt0043801,47184,Japan
tt0365514,21513,Japan
tt0365514,21513,United States of America
tt4211044,390592,United Kingdom
tt0074254,42233,United States of America
tt0185481,37433,Japan
tt0081590,16026,Sweden
tt0095715,18917,Czechoslovakia
tt0095715,18917,Germany
tt0095715,18917,Switzerland
tt0095715,18917,United Kingdom
tt0052572,896,India
tt0267129,6935,France
tt2717860,270302,United Kingdom
tt0112922,10722,Italy
tt0112922,10722,Spain
tt2301592,137698,Chile
tt2301592,137698,France
tt0031067,36488,United States of America
tt3687186,285024,France
tt3687186,285024,United States of America
tt2002868,262973,India
tt0064855,32575,United States of America
tt0083580,71524,France
tt0083580,71524,Germany
tt0189981,13892,New Zealand
tt10431500,637920,Turkey
tt5158522,413762,United Kingdom
tt0054821,20778,France
tt1421048,67198,United States of America
tt9900782,587030,India
tt0983213,38142,Japan
tt3305316,254200,Denmark
tt3305316,254200,Sweden
tt0189584,15723,United States of America
tt0115650,25518,France
tt0079501,9659,Australia
tt2636124,196750,Japan
tt11655202,663870,Denmark
tt11655202,663870,Sweden
tt0075824,5781,France
tt0075824,5781,Spain
tt0067227,10309,Germany
tt6727296,485789,India
tt1839494,79707,Japan
tt0220631,41425,Spain
tt0248408,8366,Germany
tt1196204,36801,United Kingdom
tt4569240,296865,Uruguay
tt4569240,296865,Mexico
tt0036699,81751,United States of America
tt4003440,398173,Denmark
tt4003440,398173,France
tt4003440,398173,Germany
tt4003440,398173,Sweden
tt5308322,440021,United States of America
tt0988982,20982,Japan
tt1650453,79382,Japan
tt0026056,43886,United States of America
tt5287168,408435,Denmark
tt5287168,408435,Norway
tt5287168,408435,Sweden
tt6336356,430447,Japan
tt3499048,256057,Mexico
tt0019702,543,United Kingdom
tt0308280,108248,India
tt0062767,32831,United States of America
tt0059646,11481,United Kingdom
tt0052738,2576,Netherlands
tt0052738,2576,United States of America
tt0222150,43776,Cuba
tt0222150,43776,France
tt0222150,43776,Germany
tt0222150,43776,Mexico
tt0222150,43776,Spain
tt0057681,42988,United States of America
tt0416471,15366,United States of America
tt0108394,108,France
tt0108394,108,Poland
tt0108394,108,Switzerland
tt0405296,3509,United States of America
tt0290210,13560,Canada
tt0290210,13560,Hungary
tt0290210,13560,United Kingdom
tt0049043,104607,Spain
tt0049043,104607,France
tt0027948,43875,United States of America
tt7142506,518497,India
tt7142506,518497,France
tt2085002,127901,Sweden
tt0087821,27102,France
tt0091983,11300,United States of America
tt0065086,66488,Canada
tt0065086,66488,United States of America
tt1508290,46106,Japan
tt0031359,55207,United Kingdom
tt0075467,77660,Hungary
tt6730898,472054,United States of America
tt0226874,39872,Japan
tt0419279,6934,South Africa
tt0275230,919,Japan
tt0472160,7985,United Kingdom
tt0472160,7985,United States of America
tt4076058,302376,Germany
tt0785035,16353,Thailand
tt0356922,37351,Belgium
tt0356922,37351,France
tt0097770,9972,United States of America
tt0104155,5237,Namibia
tt0104155,5237,South Africa
tt0104155,5237,United Kingdom
tt8191502,483297,South Korea
tt0381442,20200,France
tt0084649,11704,United States of America
tt0250125,44081,Iran
tt0972544,465929,United States of America
tt0338348,5255,United States of America
tt0892318,37056,United States of America
tt0439533,15981,Japan
tt0906778,72049,Germany
tt0906778,72049,Netherlands
tt0906778,72049,South Africa
tt0120122,25719,United Kingdom
tt0026073,43887,United States of America
tt1845838,158091,Philippines
tt1845838,158091,United Kingdom
tt0119347,35113,United Kingdom
tt3186318,244536,United States of America
tt0107920,62463,United Kingdom
tt0085900,12504,France
tt0985694,23631,United States of America
tt0431979,12455,France
tt1618434,514999,United States of America
tt0039826,43464,United States of America
tt0996605,14448,France
tt0072976,42254,Germany
tt4919484,373473,United States of America
tt4919484,373473,Brazil
tt4919484,373473,Greece
tt1891769,98162,Belgium
tt1891769,98162,France
tt4258292,300983,India
tt0125659,1902,Spain
tt0125659,1902,France
tt0125659,1902,Italy
tt0040512,22925,United States of America
tt0078780,19247,United States of America
tt0448206,11763,India
tt0376890,18711,United States of America
tt0352230,25911,Italy
tt0352230,25911,Spain
tt0352230,25911,United Kingdom
tt0120746,9342,United States of America
tt0098412,16159,United States of America
tt0427309,14047,United States of America
tt0325596,11588,United Kingdom
tt0325596,11588,United States of America
tt0325596,11588,Germany
tt1124394,16166,Czech Republic
tt1124394,16166,Finland
tt1838603,201749,Belgium
tt1838603,201749,Germany
tt1838603,201749,United States of America
tt1838603,201749,France
tt0838231,103902,Australia
tt2172584,157851,Canada
tt2172584,157851,United States of America
tt2172584,157851,France
tt2172584,157851,Germany
tt6061074,502122,United States of America
tt0787523,10190,United States of America
tt0057295,52302,Japan
tt4769824,378108,Japan
tt0480083,7456,Germany
tt0053716,18973,United States of America
tt0192657,10355,South Korea
tt0293662,4108,United States of America
tt0293662,4108,France
tt0050629,25848,Italy
tt0050629,25848,United States of America
tt0077383,48318,Hungary
tt0430431,15005,United States of America
tt1999987,158907,United States of America
tt7983894,568467,United Kingdom
tt0093223,26719,United States of America
tt0340377,2056,United States of America
tt0119937,26306,United States of America
tt8430598,547017,United States of America
tt4602066,467952,United States of America
tt6987770,489929,United States of America
tt0177858,3716,Germany
tt1355631,325789,United Kingdom
tt1355631,325789,United States of America
tt0093894,865,United States of America
tt0109219,16771,United States of America
tt0167137,18908,Denmark
tt0073114,1829,France
tt5247704,432087,France
tt0059776,94663,Hungary
tt0102293,17467,Japan
tt0102293,17467,Hong Kong
tt0033727,31309,United States of America
tt0168629,16,Argentina
tt0168629,16,Denmark
tt0168629,16,Finland
tt0168629,16,France
tt0168629,16,Germany
tt0168629,16,Iceland
tt0168629,16,Italy
tt0168629,16,Netherlands
tt0168629,16,Norway
tt0168629,16,Sweden
tt0168629,16,United Kingdom
tt0168629,16,United States of America
tt1185616,8885,Israel
tt1185616,8885,France
tt1185616,8885,Germany
tt1580704,77864,India
tt1233301,38543,United Kingdom
tt1233301,38543,United States of America
tt0022694,72495,Germany
tt0435651,227156,United States of America
tt5369484,378695,Germany
tt1233381,8905,Turkey
tt1233381,8905,Italy
tt1233381,8905,France
tt0468489,7859,United States of America
tt0988595,6557,United States of America
tt0044811,69544,Sweden
tt0068718,46059,United States of America
tt0082045,11340,Germany
tt0082045,11340,Italy
tt1343046,28764,Japan
tt0064747,55152,United Kingdom
tt0208032,29866,Italy
tt1609168,37941,India
tt1609168,37941,United Kingdom
tt0043625,25738,United States of America
tt1895587,314365,Canada
tt1895587,314365,United States of America
tt3661798,266058,South Korea
tt0236019,27444,Australia
tt0236019,27444,France
tt3077108,249916,United Kingdom
tt1566601,35396,Greece
tt0042053,84364,United States of America
tt0117008,10830,United States of America
tt0038268,45965,Japan
tt0408777,276,Austria
tt0408777,276,Germany
tt0197042,81365,Greece
tt7545566,491474,United States of America
tt0021409,54419,France
tt0114916,8391,Canada
tt0326450,54474,Russia
tt4048668,333675,United States of America
tt3090670,308457,United States of America
tt2584018,288980,United States of America
tt1280558,19703,India
tt0054345,85926,United States of America
tt1464580,52015,United States of America
tt2063781,84341,United States of America
tt0085267,36832,United States of America
tt0042898,43438,United Kingdom
tt2392326,209350,France
tt2392326,209350,United Kingdom
tt0047136,26596,United States of America
tt1891974,91694,Japan
tt2472432,193418,Netherlands
tt3433632,307103,France
tt5073642,548473,Malaysia
tt5073642,548473,Portugal
tt5073642,548473,United States of America
tt0060438,17768,United Kingdom
tt0060438,17768,United States of America
tt0068638,5916,United States of America
tt0050112,80521,United States of America
tt4080728,348678,Norway
tt4080728,348678,Sweden
tt0419749,9950,Germany
tt0419749,9950,United States of America
tt4686844,402897,Belgium
tt4686844,402897,Canada
tt4686844,402897,France
tt4686844,402897,United Kingdom
tt4686844,402897,United States of America
tt8722346,536743,United States of America
tt0083611,86404,France
tt4714782,340676,Belgium
tt4714782,340676,Czech Republic
tt4714782,340676,France
tt4714782,340676,Germany
tt0025586,43905,United States of America
tt1691323,62321,Greece
tt3508840,253450,China
tt3508840,253450,Hong Kong
tt3508840,253450,Taiwan
tt0253616,327935,Turkey
tt4225622,419479,United States of America
tt0102816,68004,Hong Kong
tt2331047,395814,Canada
tt2331047,395814,United States of America
tt0089927,1374,United States of America
tt0064793,42602,Sweden
tt1542482,91073,China
tt1542482,91073,United States of America
tt1542482,91073,South Korea
tt1542482,91073,Hong Kong
tt0119715,6283,United States of America
tt3316384,344113,Bulgaria
tt0435625,9392,United Kingdom
tt5918028,408620,South Korea
tt0420238,10199,United Kingdom
tt0420238,10199,United States of America
tt0204946,1588,United States of America
tt8130968,581361,India
tt2375574,179111,United Kingdom
tt4315956,313628,South Korea
tt7763020,493655,Russia
tt7763020,493655,Serbia
tt7763020,493655,Poland
tt2082180,86000,South Korea
tt0954981,14524,United Kingdom
tt0038151,55872,United States of America
tt2639336,471506,United States of America
tt2639336,471506,Ireland
tt1891755,116185,India
tt0104770,51730,Hong Kong
tt3890264,284298,China
tt0099740,11309,United Kingdom
tt0099740,11309,United States of America
tt0393109,9270,United States of America
tt0111689,83718,United States of America
tt4537896,438808,United States of America
tt1954598,82698,India
tt0063876,104193,Japan
tt6040662,467936,United Kingdom
tt6040662,467936,United States of America
tt0251756,166255,India
tt1224366,8926,United States of America
tt10375682,571756,Germany
tt0029557,98635,Japan
tt0285742,1365,United States of America
tt0115710,31640,United Kingdom
tt0115710,31640,United States of America
tt1466054,117098,Canada
tt1466054,117098,United States of America
tt0023694,26860,United States of America
tt0053354,25386,United Kingdom
tt0063715,41225,France
tt0063715,41225,Italy
tt1361349,46636,Germany
tt0094888,11513,Germany
tt0094888,11513,Ghana
tt0950739,13522,Denmark
tt0950739,13522,Finland
tt0950739,13522,Norway
tt0950739,13522,United Kingdom
tt0950739,13522,Sweden
tt0950739,13522,Germany
tt0058238,55150,United States of America
tt0255713,262120,India
tt0104025,56947,France
tt0920459,46024,Netherlands
tt0437777,15363,United States of America
tt0095511,49693,France
tt0060315,10772,Italy
tt0060315,10772,Spain
tt0363589,1807,United States of America
tt0433350,15728,United States of America
tt0323630,32242,South Korea
tt0096787,11497,Ireland
tt0096787,11497,United Kingdom
tt0096787,11497,United States of America
tt0165854,10388,United States of America
tt3848892,314389,India
tt2178941,88284,Germany
tt6966692,490132,United States of America
tt0455323,78571,United States of America
tt0057999,101226,United States of America
tt0082073,37775,Italy
tt3844362,308024,United States of America
tt1686784,81870,China
tt0190861,7093,Belgium
tt0190861,7093,France
tt0190861,7093,United Kingdom
tt0060959,46919,Czechoslovakia
tt0118826,13852,Australia
tt0073109,37720,Netherlands
tt0073109,37720,United States of America
tt0107625,15458,Austria
tt0102500,53027,United States of America
tt1821682,142948,India
tt10492998,606954,Italy
tt6433456,484428,Denmark
tt6433456,484428,Sweden
tt6433456,484428,Germany
tt0120241,10668,United States of America
tt0022150,32317,France
tt0042869,23342,United States of America
tt6436726,509585,Austria
tt6436726,509585,Germany
tt2707858,245775,France
tt3174376,301804,United States of America
tt0100337,27926,Russia
tt0177789,926,United States of America
tt0119794,8765,France
tt0119794,8765,Italy
tt1440232,48034,France
tt4842646,401743,United States of America
tt0331811,9282,Canada
tt0331811,9282,United States of America
tt0097123,11562,United States of America
tt0952682,12247,United States of America
tt0054814,11580,Italy
tt3966404,336804,Qatar
tt3966404,336804,France
tt3966404,336804,Germany
tt3966404,336804,Turkey
tt1616195,88794,United States of America
tt0290329,4241,Japan
tt1133559,39203,Japan
tt0082100,166,France
tt0050762,20372,Norway
tt6952960,489927,United States of America
tt4010918,315439,South Korea
tt2383068,211067,United States of America
tt0113649,58097,Belgium
tt0113649,58097,Italy
tt0113649,58097,Spain
tt0035015,965,United States of America
tt0909388,20158,Finland
tt0244970,12658,United States of America
tt0043918,11972,France
tt0043918,11972,Italy
tt0280477,14290,United States of America
tt0064519,40430,United Kingdom
tt7912470,501215,Myanmar
tt5638642,433808,Canada
tt5638642,433808,United Kingdom
tt1405810,40794,Italy
tt0306597,47272,United States of America
tt3808342,336050,Hungary
tt2639344,244268,Brazil
tt2639344,244268,France
tt2639344,244268,Greece
tt2639344,244268,United States of America
tt5538568,410661,United States of America
tt0067134,42676,Italy
tt1664806,54456,India
tt0117333,9294,United States of America
tt4428814,329712,France
tt0094712,14911,United States of America
tt8652728,533444,United States of America
tt0072284,63340,United States of America
tt0068815,41471,Japan
tt0093105,801,United States of America
tt0117398,24183,Belgium
tt0117398,24183,Tunisia
tt0117398,24183,France
tt0117398,24183,Luxembourg
tt1020530,13510,United Kingdom
tt0072271,30497,United States of America
tt0047313,56122,Italy
tt0070819,42458,United Kingdom
tt0462322,285923,United States of America
tt8079248,515195,United Kingdom
tt0055278,33710,United States of America
tt0053779,439,France
tt0053779,439,Italy
tt3874544,295693,United States of America
tt0048752,36439,Finland
tt10329134,719410,Taiwan
tt0086497,42123,New Zealand
tt0286499,455,United States of America
tt0286499,455,United Kingdom
tt0286499,455,India
tt0286499,455,Germany
tt0061101,45706,Japan
tt0116313,2925,United States of America
tt0119217,489,United States of America
tt0360323,13197,United States of America
tt0869994,8279,France
tt0076786,11906,Italy
tt0097383,84981,Italy
tt0097383,84981,Germany
tt5592248,399019,United States of America
tt0387914,20941,Mexico
tt0387914,20941,Puerto Rico
tt0387914,20941,United States of America
tt1725995,50938,Thailand
tt3303446,228805,Japan
tt0242888,25988,Germany
tt0242888,25988,United Kingdom
tt0242888,25988,United States of America
tt0046478,14696,Japan
tt0289944,37696,Brazil
tt0289944,37696,Denmark
tt0289944,37696,Canada
tt0289944,37696,United Kingdom
tt1837562,300155,United Kingdom
tt0077132,49096,France
tt0077132,49096,Japan
tt0067140,336,Spain
tt0067140,336,Italy
tt0452623,4771,United States of America
tt0259974,20455,Japan
tt0259974,20455,United States of America
tt4693612,434273,Belgium
tt4693612,434273,France
tt4693612,434273,Germany
tt0459666,11554,Taiwan
tt0459666,11554,France
tt0025748,22614,United Kingdom
tt0046094,71839,United States of America
tt0043606,45099,Italy
tt0056552,29074,United States of America
tt0065761,27431,Germany
tt0065761,27431,France
tt0065761,27431,Italy
tt0319237,57424,Italy
tt0093560,13509,United States of America
tt8088944,488621,South Korea
tt1319718,35138,China
tt1319718,35138,Hong Kong
tt1911600,77635,Mexico
tt0079592,34374,Canada
tt0079592,34374,United Kingdom
tt0430576,148,Spain
tt0379217,883,United States of America
tt0083907,764,United States of America
tt0105585,12395,United States of America
tt4307880,357400,Japan
tt1456472,61667,France
tt1456472,61667,Italy
tt0792986,16137,France
tt1610525,373546,United States of America
tt0025397,63702,France
tt0056869,571,United States of America
tt1226753,48289,United States of America
tt6214928,452507,United States of America
tt0102753,32221,United States of America
tt1125849,12163,United States of America
tt1125849,12163,France
tt0119792,21252,United Kingdom
tt0100747,6444,France
tt0061834,42695,Sweden
tt0062376,25934,United Kingdom
tt0021622,84298,United States of America
tt1069238,16804,Japan
tt0099699,12157,France
tt0099699,12157,Australia
tt0099699,12157,United States of America
tt4635936,350160,Germany
tt0203230,14295,United States of America
tt1716772,69798,United Kingdom
tt1149362,37903,Austria
tt1149362,37903,Canada
tt1149362,37903,France
tt1149362,37903,Germany
tt1149362,37903,Italy
tt0093435,42120,Hong Kong
tt0357470,21413,United States of America
tt0164538,21210,India
tt0380389,9763,United Kingdom
tt0380389,9763,United States of America
tt0454945,9655,United States of America
tt2562232,194662,United States of America
tt0419256,15013,France
tt0419256,15013,South Africa
tt0419256,15013,United Kingdom
tt2591814,198375,Japan
tt8750570,653744,Albania
tt8750570,653744,Jordan
tt8750570,653744,Thailand
tt8750570,653744,United States of America
tt0033253,14710,United States of America
tt0119506,35796,United Kingdom
tt0124879,22796,United States of America
tt0098328,33545,Philippines
tt0098328,33545,Australia
tt0365675,8349,Germany
tt0365675,8349,United Kingdom
tt7737786,524047,United Kingdom
tt7737786,524047,United States of America
tt0080752,16127,United States of America
tt5907916,410678,South Korea
tt7395114,499932,United States of America
tt3208026,438145,Belgium
tt3208026,438145,Ireland
tt3208026,438145,Luxembourg
tt2278388,120467,Germany
tt2278388,120467,United States of America
tt0350193,1418,Spain
tt7752454,505513,China
tt0040823,21635,United States of America
tt0038853,60799,France
tt0278351,16404,South Korea
tt5078204,382591,France
tt3958072,287497,Bulgaria
tt3958072,287497,Greece
tt0959337,4148,United Kingdom
tt0959337,4148,United States of America
tt0066924,16825,Italy
tt0066924,16825,Spain
tt0254686,1791,Germany
tt0254686,1791,Austria
tt0254686,1791,France
tt0191636,48217,Canada
tt0191636,48217,France
tt0191636,48217,St. Pierre and Miquelon
tt7236034,504253,Japan
tt0772176,21501,Finland
tt0119038,9421,France
tt0307213,25649,South Korea
tt5207262,437623,Poland
tt5207262,437623,Georgia
tt5207262,437623,Russia
tt0421238,16608,Australia
tt0421238,16608,United Kingdom
tt0880578,8090,United States of America
tt0165623,18912,Austria
tt2866360,220289,United Kingdom
tt2866360,220289,United States of America
tt2832470,241842,Norway
tt7153766,467660,United States of America
tt6752992,481432,France
tt6752992,481432,Italy
tt6752992,481432,Switzerland
tt0084921,41378,Hong Kong
tt1157631,33558,Colombia
tt0052811,52203,United Kingdom
tt2368619,333669,France
tt2368619,333669,Luxembourg
tt2368619,333669,United Kingdom
tt2368619,333669,United States of America
tt0860907,75629,Japan
tt0924129,15577,United States of America
tt7959216,500006,Norway
tt0285861,15394,Canada
tt0285861,15394,United Kingdom
tt2094018,172803,United States of America
tt0445691,1896,Spain
tt9260636,563309,India
tt3606752,260514,United States of America
tt0099615,10168,United States of America
tt0069390,30901,Italy
tt0069390,30901,Spain
tt3070936,381696,United States of America
tt1842532,85032,Japan
tt1909796,120811,Japan
tt1229381,47904,Algeria
tt1229381,47904,Belgium
tt1229381,47904,France
tt0070511,5924,United States of America
tt0035429,23924,United Kingdom
tt0329388,337,France
tt0079944,1398,Russia
tt0079944,1398,Soviet Union
tt0263124,53961,Brazil
tt0032881,23283,United States of America
tt2252680,215848,Spain
tt5715874,399057,United Kingdom
tt5715874,399057,United States of America
tt5715874,399057,Ireland
tt0065895,45138,Italy
tt1657507,62835,France
tt0252480,15192,United States of America
tt1984153,84194,United States of America
tt0220827,39436,Italy
tt5816374,426230,United States of America
tt1859650,81836,Italy
tt1859650,81836,Spain
tt1859650,81836,United States of America
tt0055844,43685,Russia
tt0055844,43685,Soviet Union
tt3425034,258322,Italy
tt0204055,62333,Netherlands
tt0045061,3109,United States of America
tt0037280,42401,United States of America
tt0055119,198890,Greece
tt0052106,85514,United States of America
tt1649419,80278,United States of America
tt1649419,80278,Spain
tt0028356,54569,United States of America
tt0365485,9515,Germany
tt0365485,9515,United States of America
tt1748207,86812,United States of America
tt0059798,42731,United States of America
tt0323869,83090,Japan
tt0095250,175,France
tt0095250,175,Italy
tt0095250,175,United States of America
tt0120657,1911,United States of America
tt0119620,64968,France
tt1185431,26820,United States of America
tt0443446,18219,Italy
tt0195234,2360,France
tt0195234,2360,United Kingdom
tt1027862,10187,United States of America
tt0035423,11232,United States of America
tt1031241,49391,United Kingdom
tt0054389,1818,France
tt0119465,32519,United States of America
tt5289520,435009,Bulgaria
tt5289520,435009,Hungary
tt5289520,435009,Romania
tt0082592,39982,United States of America
tt0297284,16617,Finland
tt0297284,16617,Netherlands
tt0297284,16617,United Kingdom
tt0297284,16617,United States of America
tt3007512,256917,Australia
tt3007512,256917,United States of America
tt0089276,29263,Argentina
tt7772580,529962,United States of America
tt0416320,116,France
tt0416320,116,Ireland
tt0416320,116,Luxembourg
tt0416320,116,United Kingdom
tt0416320,116,United States of America
tt0803029,8902,Brazil
tt0079794,18142,Sweden
tt0428672,56823,Austria
tt0428672,56823,Germany
tt5023260,396810,United States of America
tt0113448,2021,France
tt0113448,2021,United Kingdom
tt0076767,14302,Australia
tt1379222,42571,Italy
tt0111282,2164,France
tt0111282,2164,United States of America
tt0170544,10686,Japan
tt4857886,391766,India
tt0026529,43896,United States of America
tt1034324,48620,United States of America
tt0066109,72899,United Kingdom
tt0066237,42498,India
tt0434139,7511,United States of America
tt1797504,109689,Spain
tt0026421,43892,United States of America
tt0906665,13637,Japan
tt0367913,9666,Japan
tt0286261,12454,France
tt0286261,12454,United Kingdom
tt0856288,13312,France
tt2132374,214218,Ireland
tt2132374,214218,Sweden
tt0097223,20123,Italy
tt0097223,20123,United Kingdom
tt0097223,20123,Yugoslavia
tt1217213,75258,India
tt1217213,75258,United States of America
tt0101279,41781,France
tt0101279,41781,India
tt0049871,88558,United Kingdom
tt0094347,19958,Australia
tt3416536,347866,United States of America
tt2481480,243935,United States of America
tt0114704,1484,Germany
tt0102178,24734,Japan
tt0102178,24734,United Kingdom
tt0102178,24734,United States of America
tt0119517,77469,United States of America
tt1355638,75491,France
tt0071976,64978,Argentina
tt1152282,56295,Thailand
tt0327084,7518,United States of America
tt0203166,742,Denmark
tt0203166,742,Italy
tt0203166,742,Norway
tt0203166,742,Sweden
tt0078480,11837,United Kingdom
tt0216799,25014,France
tt0097416,59265,India
tt0064683,30645,United States of America
tt0105150,41774,Ireland
tt0105150,41774,United Kingdom
tt0105150,41774,United States of America
tt0097044,3064,United States of America
tt0055732,33342,Japan
tt0282599,12650,South Korea
tt0299594,39770,France
tt3278224,355196,Mexico
tt3278224,355196,Netherlands
tt0105488,10409,Australia
tt0094315,49815,United States of America
tt1379177,38542,United Kingdom
tt2542406,146584,India
tt0056210,34866,Italy
tt13269670,663558,China
tt4238858,358807,United States of America
tt4083850,334304,France
tt0074695,10839,Germany
tt0074695,10839,United Kingdom
tt6237966,433121,India
tt0330843,20656,India
tt1127715,21191,Mexico
tt0202154,54274,Japan
tt0089907,10925,United States of America
tt1529233,43200,Italy
tt3184934,283726,France
tt0067093,14811,United States of America
tt0054189,10363,France
tt0054189,10363,Italy
tt0070825,40682,United States of America
tt0058349,111398,Japan
tt0140534,66352,India
tt0418763,25,Germany
tt0418763,25,United States of America
tt0040652,33538,United States of America
tt1028528,1991,United States of America
tt1734433,96599,United States of America
tt0031968,75363,United Kingdom
tt0094242,264239,United Kingdom
tt0094242,264239,Yugoslavia
tt7180544,470641,India
tt0058458,1719,France
tt1795369,203912,United Kingdom
tt0047085,48954,United Kingdom
tt0188503,74336,South Korea
tt0318742,79591,France
tt0318742,79591,United Kingdom
tt0318742,79591,Germany
tt0064471,11643,United States of America
tt0075617,14336,Australia
tt0075617,14336,Sweden
tt0097409,197562,India
tt4139588,483906,Germany
tt4139588,483906,United States of America
tt0338512,1997,France
tt0338512,1997,United Kingdom
tt0048473,5801,India
tt0066895,19297,United Kingdom
tt0097742,709,United Kingdom
tt0097742,709,United States of America
tt1788391,74725,United Kingdom
tt0067446,77029,Italy
tt0067446,77029,Spain
tt0758752,43347,United States of America
tt1795702,86593,United Kingdom
tt0119901,33799,France
tt8629748,581600,United States of America
tt4944352,359105,Philippines
tt1754109,158675,United Kingdom
tt0188030,31023,Spain
tt1023490,8832,France
tt1023490,8832,Italy
